JENIS,NOFAKTUR,TGL,NOSO,TUTUPSO,JATUHTEMPO,KODECUSTOMER,NAMACUSTOMER,ALAMATCUSTOMER,KODESALESMAN,NAMASALESMAN,KODEGUDANG,NAMAGUDANG,KODEBARANG,NAMABARANG,QTY,HARGAJUAL,SATUANKECIL,PDISCOUNTITEM,PDISCOUNTITEM2,PDISCOUNTITEM3,DISCOUNTITEM,NETTO,KETERANGAN,KODESUPLIER,NAMASUPLIER
JUAL,261.000.716,20/01/2026 0:00,2512090288,T,,N.138,PT.CIPTA DIMENSI GENERAL,JL.GAJAH TUNGGAL KM.1 JATIUWUNG TANGERAN,14,DEPO BANDUNG,1,GUDANG BAIK,2500359,Shintex Syntetix Enamel Medium Grey CD 20LT,1.00,"1,376,400.00",PAIL,0.00,0.00,0.00,0.00,"1,376,400.00",,1,"INDOWIRA, PT"
JUAL,261.000.717,20/01/2026 0:00,2601190463,T,,U.288,TB.GMS,JL.TERUSAN NANJUNG KP.SUKABIRUS RT.01/09 NO.22 B,U,GANIS,1,GUDANG BAIK,2104182,Wiratex Wall Paint 847 Spring 5KG,4.00,"83,000.00",GL,7.50,0.00,0.00,"24,900.00","307,100.00",,1,"INDOWIRA, PT"
JUAL,261.000.717,20/01/2026 0:00,2601190463,T,,U.288,TB.GMS,JL.TERUSAN NANJUNG KP.SUKABIRUS RT.01/09 NO.22 B,U,GANIS,1,GUDANG BAIK,2102178,Mascot Wall Paint Super White 5 KG,12.00,"65,000.00",GLN,7.50,0.00,0.00,"58,500.00","721,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.717,20/01/2026 0:00,2601190463,T,,U.288,TB.GMS,JL.TERUSAN NANJUNG KP.SUKABIRUS RT.01/09 NO.22 B,U,GANIS,1,GUDANG BAIK,2102152,Mascot Wall Paint 2156 Garden 25 KG,2.00,"270,000.00",PL,7.50,0.00,0.00,"40,500.00","499,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.718,20/01/2026 0:00,2601190462,T,,K.219,HENLEY,JL.SUKAMENAK NO.147 SAMPING MIXUE,L,RUDI *,1,GUDANG BAIK,2104090,Wiratex Ceiling & Gypsum Paint Putih Prima 20 KG,1.00,"305,000.00",PL,7.50,0.00,0.00,"22,875.00","282,125.00",,1,"INDOWIRA, PT"
JUAL,261.000.719,20/01/2026 0:00,2601190461,T,,J.303,ASTA ARTHA/DIRGANTARA YUDHA,JL.KOPO JAYA II NO.13A,J,FRANSISKUS,1,GUDANG BAIK,2103148,Petalac Thinner PU  20 LTR,1.00,"834,000.00",JRG,0.00,0.00,0.00,0.00,"834,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.720,20/01/2026 0:00,2601190460,T,,A.205,IRON,SUNIARAJA,Y,KEN - Y,1,GUDANG BAIK,2103145,Petalac Thinner PU  1 LTR,6.00,"51,000.00",KL,0.00,0.00,0.00,0.00,"306,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.720,20/01/2026 0:00,2601190460,T,,A.205,IRON,SUNIARAJA,Y,KEN - Y,1,GUDANG BAIK,2200173,Petalac 2K PU Metalix MX01 Base 0.8Lt,4.00,"126,000.00",KL,7.50,0.00,0.00,"37,800.00","466,200.00",,1,"INDOWIRA, PT"
JUAL,261.000.720,20/01/2026 0:00,2601190460,T,,A.205,IRON,SUNIARAJA,Y,KEN - Y,1,GUDANG BAIK,2102842,Petalac 2K PU Hardener Metalic  200 CC,4.00,"55,000.00",KL,7.50,0.00,0.00,"16,500.00","203,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.720,20/01/2026 0:00,2601190460,T,,A.205,IRON,SUNIARAJA,Y,KEN - Y,1,GUDANG BAIK,2300092,Petalac Hardener Special Black Matt 200CC,2.00,"55,000.00",KL,7.50,0.00,0.00,"8,250.00","101,750.00",,1,"INDOWIRA, PT"
JUAL,261.000.720,20/01/2026 0:00,2601190460,T,,A.205,IRON,SUNIARAJA,Y,KEN - Y,1,GUDANG BAIK,2300088,Petalac 2K PU Colour Base Black Matt 0.8LT,2.00,"133,000.00",KL,7.50,0.00,0.00,"19,950.00","246,050.00",,1,"INDOWIRA, PT"
JUAL,261.000.720,20/01/2026 0:00,2601190460,T,,A.205,IRON,SUNIARAJA,Y,KEN - Y,1,GUDANG BAIK,2100068,Adler Primer Surfacer EP 1050  2 LITER SET,5.00,"205,000.00",KL,7.50,0.00,0.00,"76,875.00","948,125.00",,1,"INDOWIRA, PT"
JUAL,261.000.721,20/01/2026 0:00,2601190467,T,,N.521,PT.SAGE KONTRUKSI INDONESIA,JL.GUNUNG RAHAYU II C 7 GUNUNG BATU CIMA,13,BU RINI,1,GUDANG BAIK,240046,Attaboy High Gloss Acrylic Enamel S1002-G50Y 20LT,1.00,"2,094,570.00",PAIL,0.00,0.00,0.00,0.00,"2,094,570.00",K/PT.CERES,1,"INDOWIRA, PT"
JUAL,261.000.722,20/01/2026 0:00,2601190466,T,,B.510,PADA SURTI,KIRCON 346,C,YONATHAN,1,GUDANG BAIK,2104192,Wiratex Wall Paint Super White 5KG,16.00,"83,000.00",GL,7.50,0.00,0.00,"99,600.00","1,228,400.00",,1,"INDOWIRA, PT"
JUAL,261.000.723,20/01/2026 0:00,2601190465,T,,K.219,HENLEY,JL.SUKAMENAK NO.147 SAMPING MIXUE,L,RUDI *,1,GUDANG BAIK,2101915,Meiji Epoxy Filler  1 LTR SET,2.00,"76,000.00",KL,10.00,0.00,0.00,"15,200.00","136,800.00",K/WORK SHOP,1,"INDOWIRA, PT"
JUAL,261.000.725,20/01/2026 0:00,2601190469,T,,L.533,FELIX (NEMAKIDS),JL.KARANGTINGGAL NO.18,L,RUDI *,1,GUDANG BAIK,2101917,Meiji Epoxy Filler White 1 LTR SET,11.00,"76,000.00",KL,10.00,0.00,0.00,"83,600.00","752,400.00",,1,"INDOWIRA, PT"
JUAL,261.000.726,20/01/2026 0:00,2601190458,T,,P.191,PT.MBP UNTUK PT CERES,JL.RAYA DAYEUH KOLOT 92,13,BU RINI,1,GUDANG BAIK,240046,Attaboy High Gloss Acrylic Enamel S1002-G50Y 20LT,1.00,"2,036,850.00",PAIL,0.00,0.00,0.00,0.00,"2,036,850.00",,1,"INDOWIRA, PT"
JUAL,261.000.727,20/01/2026 0:00,2601140310,T,,J.413,NYOMAN NUARTA,JL.SETRA SARIV/16,J,FRANSISKUS,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,2.00,"55,000.00",KL,0.00,0.00,0.00,0.00,"110,000.00",via sj.4071,1,"INDOWIRA, PT"
JUAL,261.000.727,20/01/2026 0:00,2601140310,T,,J.413,NYOMAN NUARTA,JL.SETRA SARIV/16,J,FRANSISKUS,1,GUDANG BAIK,2600012,Petalac 2K PU CO Base Cream Tua Satin 0.8LT,1.00,"150,000.00",KL,0.00,0.00,0.00,0.00,"150,000.00",via sj.4071,1,"INDOWIRA, PT"
JUAL,261.000.727,20/01/2026 0:00,2601140310,T,,J.413,NYOMAN NUARTA,JL.SETRA SARIV/16,J,FRANSISKUS,1,GUDANG BAIK,2500178,Petalac 2K PU CO Base Cream Muda Satin 0.8LT,1.00,"150,000.00",KL,0.00,0.00,0.00,0.00,"150,000.00",via sj.4071,1,"INDOWIRA, PT"
JUAL,261.000.728,20/01/2026 0:00,2601130302,T,,K.510,MENTARI ELEKTRIK,JL.SADANG RAHAYU KAV A4 NO.39,L,RUDI *,1,GUDANG BAIK,2400225,Petalac 2K PU CO Base OFF White II 20LT,1.00,"3,010,000.00",PAIL,10.00,0.00,0.00,"301,000.00","2,709,000.00",via sj.4076,1,"INDOWIRA, PT"
JUAL,261.000.728,20/01/2026 0:00,2601130302,T,,K.510,MENTARI ELEKTRIK,JL.SADANG RAHAYU KAV A4 NO.39,L,RUDI *,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,25.00,"55,000.00",KL,10.00,0.00,0.00,"137,500.00","1,237,500.00",via sj.4076,1,"INDOWIRA, PT"
JUAL,261.000.729,20/01/2026 0:00,2601140315,T,,J.313,ART DECO,JL.SEKEKUKUMBUNG 103 TKI II,J,FRANSISKUS,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,2.00,"55,000.00",KL,10.00,0.00,0.00,"11,000.00","99,000.00",via sj.4091,1,"INDOWIRA, PT"
JUAL,261.000.729,20/01/2026 0:00,2601140315,T,,J.313,ART DECO,JL.SEKEKUKUMBUNG 103 TKI II,J,FRANSISKUS,1,GUDANG BAIK,2300113,Petalac 2K PU CO Base PE 925 Brown KJ Matt 0.8LT,2.00,"158,000.00",KL,10.00,0.00,0.00,"31,600.00","284,400.00",via sj.4091,1,"INDOWIRA, PT"
JUAL,261.000.729,20/01/2026 0:00,2601140315,T,,J.313,ART DECO,JL.SEKEKUKUMBUNG 103 TKI II,J,FRANSISKUS,1,GUDANG BAIK,2103148,Petalac Thinner PU  20 LTR,1.00,"834,000.00",JRG,0.00,0.00,0.00,0.00,"834,000.00",via sj.4091,1,"INDOWIRA, PT"
JUAL,261.000.730,20/01/2026 0:00,2601190475,T,,K.201,AGUS CENDANA,KIRCON 141,L,RUDI *,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,12.00,"55,000.00",KL,10.00,0.00,0.00,"66,000.00","594,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.730,20/01/2026 0:00,2601190475,T,,K.201,AGUS CENDANA,KIRCON 141,L,RUDI *,1,GUDANG BAIK,2200068,Petalac 2K PU Colour P.101 Special White Base 0.8L,6.00,"126,000.00",KL,10.00,0.00,0.00,"75,600.00","680,400.00",,1,"INDOWIRA, PT"
JUAL,261.000.730,20/01/2026 0:00,2601190475,T,,K.201,AGUS CENDANA,KIRCON 141,L,RUDI *,1,GUDANG BAIK,2200074,Petalac 2K PU Colour Special White Matt Base 0.8Lt,6.00,"133,000.00",KL,10.00,0.00,0.00,"79,800.00","718,200.00",,1,"INDOWIRA, PT"
JUAL,261.000.731,20/01/2026 0:00,2601150344,T,,J.303,ASTA ARTHA/DIRGANTARA YUDHA,JL.KOPO JAYA II NO.13A,J,FRANSISKUS,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,1.00,"55,000.00",KL,10.00,0.00,0.00,"5,500.00","49,500.00",via sj.4093,1,"INDOWIRA, PT"
JUAL,261.000.731,20/01/2026 0:00,2601150344,T,,J.303,ASTA ARTHA/DIRGANTARA YUDHA,JL.KOPO JAYA II NO.13A,J,FRANSISKUS,1,GUDANG BAIK,2500013,Petalac 2K PU CO Base Abu Tua Matt 0.8LT,1.00,"155,000.00",KL,10.00,0.00,0.00,"15,500.00","139,500.00",via sj.4093,1,"INDOWIRA, PT"
JUAL,262.000.019,20/01/2026 0:00,2601190448,T,,D.507,INTI LOGAM,PASAR ATAS 38,U,GANIS,1,GUDANG BAIK,2101917,Meiji Epoxy Filler White 1 LTR SET,1.00,0.00,KL,0.00,0.00,0.00,0.00,0.00,,1,"INDOWIRA, PT"
JUAL,262.000.020,20/01/2026 0:00,2601190469,T,,L.533,FELIX (NEMAKIDS),JL.KARANGTINGGAL NO.18,L,RUDI *,1,GUDANG BAIK,2101917,Meiji Epoxy Filler White 1 LTR SET,1.00,0.00,KL,0.00,0.00,0.00,0.00,0.00,,1,"INDOWIRA, PT"
JUAL,261.000.737,21/01/2026 0:00,2601190473,T,,X.247,JAYA BARU,TERUSAN CIBADUYUT 101,R,SIMON QIRENE,1,GUDANG BAIK,2103737,Petalux Wall Paint Putih Wangi 5KG,8.00,"158,000.00",GLN,7.50,0.00,0.00,"94,800.00","1,169,200.00",,1,"INDOWIRA, PT"
JUAL,261.000.737,21/01/2026 0:00,2601190473,T,,X.247,JAYA BARU,TERUSAN CIBADUYUT 101,R,SIMON QIRENE,1,GUDANG BAIK,2103283,Petalux Alkali Resistant Wall Sealer White 4KG,4.00,"150,000.00",GLN,7.50,0.00,0.00,"45,000.00","555,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.737,21/01/2026 0:00,2601190473,T,,X.247,JAYA BARU,TERUSAN CIBADUYUT 101,R,SIMON QIRENE,1,GUDANG BAIK,2103625,Petalux Wall Paint Putih Wangi 25 KG,2.00,"765,000.00",PL,7.50,0.00,0.00,"114,750.00","1,415,250.00",,1,"INDOWIRA, PT"
JUAL,261.000.737,21/01/2026 0:00,2601190473,T,,X.247,JAYA BARU,TERUSAN CIBADUYUT 101,R,SIMON QIRENE,1,GUDANG BAIK,2103280,Petalux Alkali Resistant Wall Sealer White 20 KG,2.00,"665,000.00",PL,7.50,0.00,0.00,"99,750.00","1,230,250.00",,1,"INDOWIRA, PT"
JUAL,261.000.738,21/01/2026 0:00,2601190471,T,,R.487,TK.ARVIAN,JL.CIBIRU CEBEK SOREANG,U,GANIS,1,GUDANG BAIK,2103863,Shintex Wall Filler  1 KG,12.00,"23,000.00",KL,7.50,0.00,0.00,"20,700.00","255,300.00",,1,"INDOWIRA, PT"
JUAL,261.000.739,21/01/2026 0:00,2601190470,T,,J.202,GLOBAL KRIYA NUSANTARA/AL IKHS,JL.GOLF TAMAN CINTA/INSPEKSI NO.2,J,FRANSISKUS,1,GUDANG BAIK,2200052,Petalac 2K PU Clear Gloss Base 20lt,2.00,"2,457,000.00",PAIL,10.00,0.00,0.00,"491,400.00","4,422,600.00",U/SAMPLE GLOBAL KRIYA,1,"INDOWIRA, PT"
JUAL,261.000.739,21/01/2026 0:00,2601190470,T,,J.202,GLOBAL KRIYA NUSANTARA/AL IKHS,JL.GOLF TAMAN CINTA/INSPEKSI NO.2,J,FRANSISKUS,1,GUDANG BAIK,2103148,Petalac Thinner PU  20 LTR,2.00,"834,000.00",JRG,0.00,0.00,0.00,0.00,"1,668,000.00",U/SAMPLE GLOBAL KRIYA,1,"INDOWIRA, PT"
JUAL,261.000.740,21/01/2026 0:00,2601190472,T,,K.323,TK.SINAR SURYA,JL.TERUSAN PASIR KOJA NO.108 A SEBELAH MATERIAL NANJUNG,R,SIMON QIRENE,1,GUDANG BAIK,2103297,Petalux Ceiling & Gypsum Paint Putih Wangi 5KG,4.00,"135,000.00",GLN,7.50,0.00,0.00,"40,500.00","499,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.740,21/01/2026 0:00,2601190472,T,,K.323,TK.SINAR SURYA,JL.TERUSAN PASIR KOJA NO.108 A SEBELAH MATERIAL NANJUNG,R,SIMON QIRENE,1,GUDANG BAIK,2103293,Petalux Celling & Gypsum Paint Putih Wangi 25 KG,4.00,"655,000.00",PL,7.50,0.00,0.00,"196,500.00","2,423,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.741,21/01/2026 0:00,2601190483,T,,K.503,ASEHA,JL.MAHMUD NO.2A CIGONDEWAH,14,DEPO BANDUNG,1,GUDANG BAIK,2102155,Mascot Wall Paint Super White 25 KG,1.00,"270,000.00",PL,7.50,0.00,0.00,"20,250.00","249,750.00",,1,"INDOWIRA, PT"
JUAL,261.000.742,21/01/2026 0:00,2601190482,T,,Y.285,KENARI JAYA,JL.SINDANG SARI NO.3 CIJERAH,Y,KEN - Y,1,GUDANG BAIK,2104187,Wiratex Wall Paint 852 5KG,2.00,"83,000.00",GL,7.50,0.00,0.00,"12,450.00","153,550.00",,1,"INDOWIRA, PT"
JUAL,261.000.742,21/01/2026 0:00,2601190482,T,,Y.285,KENARI JAYA,JL.SINDANG SARI NO.3 CIJERAH,Y,KEN - Y,1,GUDANG BAIK,2104179,Wiratex Wall Paint 844 Terraco 5KG,2.00,"83,000.00",GL,7.50,0.00,0.00,"12,450.00","153,550.00",,1,"INDOWIRA, PT"
JUAL,261.000.742,21/01/2026 0:00,2601190482,T,,Y.285,KENARI JAYA,JL.SINDANG SARI NO.3 CIJERAH,Y,KEN - Y,1,GUDANG BAIK,2103789,Shintex Cat Genteng 301 Black 1KG,2.00,"57,000.00",KL,7.50,0.00,0.00,"8,550.00","105,450.00",,1,"INDOWIRA, PT"
JUAL,261.000.742,21/01/2026 0:00,2601190482,T,,Y.285,KENARI JAYA,JL.SINDANG SARI NO.3 CIJERAH,Y,KEN - Y,1,GUDANG BAIK,2103791,Shintex Cat Genteng 304 Orange 1KG,2.00,"57,000.00",KL,7.50,0.00,0.00,"8,550.00","105,450.00",,1,"INDOWIRA, PT"
JUAL,261.000.743,21/01/2026 0:00,2601190481,T,,C.449,TB.HEHE,JL.PAGARSIH 149,C,YONATHAN,1,GUDANG BAIK,2101608,Kingkong Wall Putty Instant Powder  5 KG,12.00,"32,000.00",BKS,5.00,0.00,0.00,"19,200.00","364,800.00",,1,"INDOWIRA, PT"
JUAL,261.000.746,21/01/2026 0:00,2601190478,T,,A.219,MEDAL LIGAR,JL.BBK CIPARAY 147-172,Y,KEN - Y,1,GUDANG BAIK,2104153,Wiratex Wall Paint 801 Spanish 5KG,4.00,"83,000.00",GL,7.50,0.00,0.00,"24,900.00","307,100.00",,1,"INDOWIRA, PT"
JUAL,261.000.747,21/01/2026 0:00,2601190477,T,,Y.303,BENGKEL PUTRA MANDIRI,JL.ARCAMANIK NO.31 SINDANG LAYA DEPAN WARUNG MIE SINLAY,Y,KEN - Y,1,GUDANG BAIK,2100011,AlFa Polyester Putty  3KG,1.00,"103,000.00",GLN,0.00,0.00,0.00,0.00,"103,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.747,21/01/2026 0:00,2601190477,T,,Y.303,BENGKEL PUTRA MANDIRI,JL.ARCAMANIK NO.31 SINDANG LAYA DEPAN WARUNG MIE SINLAY,Y,KEN - Y,1,GUDANG BAIK,2102075,Meiji Zinc Chromate Primer Light Grey 5 KG,1.00,"225,000.00",GLN,0.00,0.00,0.00,0.00,"225,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.748,21/01/2026 0:00,2601190476,T,,A.209,NETRAL,PASIRKALIKI 6,Y,KEN - Y,1,GUDANG BAIK,2104147,Wiratex Wall Paint Putih Salju 25 KG,2.00,"390,000.00",PL,7.50,0.00,0.00,"58,500.00","721,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.749,21/01/2026 0:00,2601190474,T,,L.125,TSJ AUTO,TRS.BUAH BATU NO.32,L,RUDI *,1,GUDANG BAIK,2105139,DALTONE CLEAR COAT HS8021 1.5LTS,1.00,"197,500.00",KL,10.00,0.00,0.00,"19,750.00","177,750.00",,1,"INDOWIRA, PT"
JUAL,261.000.750,21/01/2026 0:00,2601190452,T,,Q.245,PT.SINAR MULIA PERKASA /HOTEL,JL.SUMATRA 51 - HOTEL ARYA DUTA,R,SIMON QIRENE,1,GUDANG BAIK,2103630,Petalux Wall Paint POS PH04 25 KG,2.00,"765,000.00",PL,0.00,0.00,0.00,0.00,"1,530,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.750,21/01/2026 0:00,2601190452,T,,Q.245,PT.SINAR MULIA PERKASA /HOTEL,JL.SUMATRA 51 - HOTEL ARYA DUTA,R,SIMON QIRENE,1,GUDANG BAIK,2103293,Petalux Celling & Gypsum Paint Putih Wangi 25 KG,1.00,"655,000.00",PL,0.00,0.00,0.00,0.00,"655,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.751,21/01/2026 0:00,2601210485,T,,C.208,KURNIA,CIBEUREUM 90,D,WILLY,1,GUDANG BAIK,2100011,AlFa Polyester Putty  3KG,3.00,"103,000.00",GLN,5.00,0.00,0.00,"15,450.00","293,550.00",,1,"INDOWIRA, PT"
JUAL,261.000.752,21/01/2026 0:00,2601210486,T,,U.265,CIPTA MANDIRI,PARAKAN SAAT NO.1 CINGISED,U,GANIS,1,GUDANG BAIK,2102076,Meiji Zinc Chromate Primer  5 KG,8.00,"225,000.00",GLN,7.50,0.00,0.00,"135,000.00","1,665,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.752,21/01/2026 0:00,2601210486,T,,U.265,CIPTA MANDIRI,PARAKAN SAAT NO.1 CINGISED,U,GANIS,1,GUDANG BAIK,2102077,Meiji Zinc Chromate Primer Black 5 KG,4.00,"225,000.00",GLN,7.50,0.00,0.00,"67,500.00","832,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.753,21/01/2026 0:00,2601190404,T,,K.311,PIPING,KEBON KOPI 76,13,BU RINI,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,3.00,"55,000.00",KL,10.00,0.00,0.00,"16,500.00","148,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.753,21/01/2026 0:00,2601190404,T,,K.311,PIPING,KEBON KOPI 76,13,BU RINI,1,GUDANG BAIK,2500059,Petalac 2K PU CO Base Buce Brown Matt 0.8LT,3.00,"153,000.00",KL,10.00,0.00,0.00,"45,900.00","413,100.00",,1,"INDOWIRA, PT"
JUAL,261.000.754,21/01/2026 0:00,2601210487,T,,K.412,"YUNIKO,PD",KEBON JATI 224,14,DEPO BANDUNG,1,GUDANG BAIK,2100052,Adler Polyester Putty 3002  25 KG SET,3.00,"1,300,000.00",PL,10.00,0.00,0.00,"390,000.00","3,510,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.756,21/01/2026 0:00,2601190418,T,,L.428,DERISYA INTERIOR U/P.UJANG RUS,KAMP.CUKANG KAWUNG NO.33 DS.PAKUHAJI NGAMPRAH KETUA RT.04/05,L,RUDI *,1,GUDANG BAIK,2103145,Petalac Thinner PU  1 LTR,11.00,"51,000.00",KL,0.00,0.00,0.00,0.00,"561,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.756,21/01/2026 0:00,2601190418,T,,L.428,DERISYA INTERIOR U/P.UJANG RUS,KAMP.CUKANG KAWUNG NO.33 DS.PAKUHAJI NGAMPRAH KETUA RT.04/05,L,RUDI *,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,7.00,"55,000.00",KL,10.00,0.00,0.00,"38,500.00","346,500.00",,1,"INDOWIRA, PT"
JUAL,261.000.756,21/01/2026 0:00,2601190418,T,,L.428,DERISYA INTERIOR U/P.UJANG RUS,KAMP.CUKANG KAWUNG NO.33 DS.PAKUHAJI NGAMPRAH KETUA RT.04/05,L,RUDI *,1,GUDANG BAIK,240035,Petalac 2K PU Colour Base P.112 Mole Brown 0.8LT,7.00,"142,000.00",KL,10.00,0.00,0.00,"99,400.00","894,600.00",,1,"INDOWIRA, PT"
JUAL,261.000.757,21/01/2026 0:00,2601190369,T,,K.405,MAESTRO LAMP,JL.SASTRA NO.3,L,RUDI *,1,GUDANG BAIK,2101419,Crystal Coat Thinner  5 LITER,1.00,"221,000.00",GLN,0.00,0.00,0.00,0.00,"221,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.758,21/01/2026 0:00,2601210489,T,,J.512,KIRANA PAINT,JL.MARGACINTA 14 MARGACINTA CIWASTRA,L,RUDI *,1,GUDANG BAIK,2105139,DALTONE CLEAR COAT HS8021 1.5LTS,3.00,"197,500.00",KL,10.00,0.00,0.00,"59,250.00","533,250.00",,1,"INDOWIRA, PT"
JUAL,261.000.758,21/01/2026 0:00,2601210489,T,,J.512,KIRANA PAINT,JL.MARGACINTA 14 MARGACINTA CIWASTRA,L,RUDI *,1,GUDANG BAIK,2100049,Adler Polyester Putty 3002  1 KG SET,12.00,"62,000.00",KL,10.00,0.00,0.00,"74,400.00","669,600.00",,1,"INDOWIRA, PT"
JUAL,261.000.759,21/01/2026 0:00,2601210490,T,,W.520,PT.HIKMAH SURYA MENTARI,JL.PROPELAT BARAT II NO.40 RT.005 RW.021 MARGASARI BUAH BATU,R,SIMON QIRENE,1,GUDANG BAIK,2103625,Petalux Wall Paint Putih Wangi 25 KG,1.00,"505,000.00",PL,0.00,0.00,0.00,0.00,"505,000.00",U/P.ANTON,1,"INDOWIRA, PT"
JUAL,261.000.759,21/01/2026 0:00,2601210490,T,,W.520,PT.HIKMAH SURYA MENTARI,JL.PROPELAT BARAT II NO.40 RT.005 RW.021 MARGASARI BUAH BATU,R,SIMON QIRENE,1,GUDANG BAIK,2103593,Petalux Wall Paint CM 602 Matahari 25 KG,1.00,"515,000.00",PL,0.00,0.00,0.00,0.00,"515,000.00",U/P.ANTON,1,"INDOWIRA, PT"
JUAL,261.000.760,21/01/2026 0:00,2601210491,T,,W.534,PT.ALAM TERBIT JAYA,JL.RAYA DAYEUH KOLOT NO.341C RT.001 RW.006 CITEUREUP DAYEUH KOLOT,R,SIMON QIRENE,1,GUDANG BAIK,2103625,Petalux Wall Paint Putih Wangi 25 KG,1.00,"505,000.00",PL,0.00,0.00,0.00,0.00,"505,000.00",U/P.ANTON,1,"INDOWIRA, PT"
JUAL,261.000.760,21/01/2026 0:00,2601210491,T,,W.534,PT.ALAM TERBIT JAYA,JL.RAYA DAYEUH KOLOT NO.341C RT.001 RW.006 CITEUREUP DAYEUH KOLOT,R,SIMON QIRENE,1,GUDANG BAIK,2103593,Petalux Wall Paint CM 602 Matahari 25 KG,1.00,"515,000.00",PL,0.00,0.00,0.00,0.00,"515,000.00",U/P.ANTON,1,"INDOWIRA, PT"
JUAL,261.000.761,21/01/2026 0:00,2601190457,T,,P.191,PT.MBP UNTUK PT CERES,JL.RAYA DAYEUH KOLOT 92,13,BU RINI,1,GUDANG BAIK,240046,Attaboy High Gloss Acrylic Enamel S1002-G50Y 20LT,2.00,"2,036,850.00",PAIL,0.00,0.00,0.00,0.00,"4,073,700.00",,1,"INDOWIRA, PT"
JUAL,261.000.767,21/01/2026 0:00,2601140327,T,,H.343,BAROS JAYA,JL.RH DIDI SUKARDI 156 SUKABUMI,H,YANSENG,1,GUDANG BAIK,2102073,Meiji Zinc Chromate Primer Black 20 KG,10.00,"825,000.00",PL,7.50,0.00,0.00,"618,750.00","7,631,250.00",via sj.4096,1,"INDOWIRA, PT"
JUAL,261.000.768,21/01/2026 0:00,2601210503,T,,K.527,PT.AKD,SADANG,14,DEPO BANDUNG,1,GUDANG BAIK,2600013,Petalac 2K PU CO Base Fango MD 010.8LT,13.00,"145,000.00",KL,10.00,0.00,0.00,"188,500.00","1,696,500.00",VIA SJ.4099,1,"INDOWIRA, PT"
JUAL,261.000.768,21/01/2026 0:00,2601210503,T,,K.527,PT.AKD,SADANG,14,DEPO BANDUNG,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,13.00,"55,000.00",KL,10.00,0.00,0.00,"71,500.00","643,500.00",VIA SJ.4099,1,"INDOWIRA, PT"
JUAL,261.000.781,21/01/2026 0:00,2601070140,T,,N.726A,CV.HIKMAH JAYA SENTOSA,JL.S.HATTA 444,13,BU RINI,1,GUDANG BAIK,2600002,Attaboy Floor Epoxy Top Coat SL Silver Sentosa 20L,2.00,"2,700,000.00",PAIL,0.00,0.00,0.00,0.00,"5,400,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.782,21/01/2026 0:00,2601190370,T,,K.405,MAESTRO LAMP,JL.SASTRA NO.3,L,RUDI *,1,GUDANG BAIK,2101419,Crystal Coat Thinner  5 LITER,2.00,"221,000.00",GLN,0.00,0.00,0.00,0.00,"442,000.00",,1,"INDOWIRA, PT"
JUAL,261.000.782,21/01/2026 0:00,2601190370,T,,K.405,MAESTRO LAMP,JL.SASTRA NO.3,L,RUDI *,1,GUDANG BAIK,2101387,Crystal Coat Clear Gloss  1 LITER,3.00,"657,000.00",KL,10.00,0.00,0.00,"197,100.00","1,773,900.00",,1,"INDOWIRA, PT"
JUAL,261.000.782,21/01/2026 0:00,2601190370,T,,K.405,MAESTRO LAMP,JL.SASTRA NO.3,L,RUDI *,1,GUDANG BAIK,2101363,Crystal Coat Candytone Copper 1Lts,4.00,"657,000.00",KL,10.00,5.00,0.00,"381,060.00","2,246,940.00",,1,"INDOWIRA, PT"
